date,old_sql_swe_mm,old_zonal_area_m2,old_zonal_mean_swe_mm,new_area_m2,new_mean_swe_mm,new_zonal_weighted_mean_swe_mm
2023-10-01,4.374243733794248,669013200.0,4.52411294998437,1426545515.5,4.4161894779988184,4.4161894779988184
2023-10-02,4.998271391529746,669013200.0,5.177442548135454,1426545515.5,5.1074285861526025,5.107428586152602
2023-10-03,1.5738980121002526,669013200.0,1.2939679747591455,1426545515.5,1.4887529775947062,1.4887529775947062
2023-10-04,0.8634399308556618,669013200.0,0.5532518678471747,1426545515.5,0.7543033992752403,0.7543033992752403
2023-10-05,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-06,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-07,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-08,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-09,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-10,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-11,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-12,0.008643042350907522,669013200.0,0.015561048419160534,1426545515.5,0.016258475937496297,0.016258475937496297
2023-10-13,0.07605877268798622,669013200.0,0.044947651146322286,1426545515.5,0.09952596965525984,0.09952596965525984
2023-10-14,0.03025064822817632,669013200.0,0.006917788289147511,1426545515.5,0.044936861234695036,0.044936861234695036
2023-10-15,0.00432152117545376,669013200.0,0.0,1426545515.5,0.0024541557906569296,0.0024541557906569296
2023-10-16,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-17,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-18,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-19,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-20,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-21,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-22,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-23,0.0,669013200.0,0.0,1426545515.5,0.0,0.0
2023-10-24,0.01296456352636128,669013200.0,0.10111304366596002,1426545515.5,0.056331511596974346,0.056331511596974346
2023-10-25,3.2592912705272457,669013200.0,2.4891277255939173,1426545515.5,2.849270470578266,2.849270470578266
2023-10-26,11.498703543647213,669013200.0,8.002519441158615,1426545515.5,9.847942324732646,9.847942324732646
2023-10-27,13.213483146067354,669013200.0,8.782125157516656,1426545515.5,11.140756317143952,11.140756317143952
2023-10-28,13.210890233362086,669013200.0,8.740639252366696,1426545515.5,11.125429596746715,11.125429596746715
2023-10-29,12.82800345721689,669013200.0,8.347384323291095,1426545515.5,10.7232121243523,10.7232121243523
2023-10-30,12.150388936905705,669013200.0,7.674093481924604,1426545515.5,10.012697797268425,10.012697797268427
2023-10-31,11.214347450302364,669013200.0,6.702635184760229,1426545515.5,8.994698002154282,8.994698002154282
2023-11-01,15.503889369057852,669013200.0,11.48173352201339,1426545515.5,13.325103302496064,13.325103302496064
