date,old_sql_swe_mm,old_zonal_area_m2,old_zonal_mean_swe_mm,new_area_m2,new_mean_swe_mm,new_zonal_weighted_mean_swe_mm
2023-10-01,3.454106280193214,827788914.375,4.6412847092981755,338950996.5625,6.200136404489053,6.200136404489053
2023-10-02,4.227053140096595,827788914.375,6.139926059800635,338950996.5625,9.5117152066494,9.5117152066494
2023-10-03,0.009661835748792272,827788914.375,0.16404651476815085,338950996.5625,0.02879286176018204,0.02879286176018204
2023-10-04,0.0013802622498274672,827788914.375,0.11854089082234608,338950996.5625,0.003386179010063373,0.003386179010063373
2023-10-05,0.0,827788914.375,0.0013778785040261528,338950996.5625,0.0,0.0
2023-10-06,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-07,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-08,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-09,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-10,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-11,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-12,0.0027605244996549345,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-13,0.2070393374741202,827788914.375,0.0,338950996.5625,0.02710222596529853,0.02710222596529853
2023-10-14,0.045548654244306444,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-15,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-16,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-17,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-18,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-19,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-20,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-21,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-22,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-23,0.0,827788914.375,0.0,338950996.5625,0.0,0.0
2023-10-24,0.47273982056590785,827788914.375,0.3105625293993848,338950996.5625,0.38381532399038554,0.38381532399038554
2023-10-25,2.8088336783988526,827788914.375,5.023101309028541,338950996.5625,5.560030540144755,5.560030540144755
2023-10-26,6.907522429261493,827788914.375,10.804399736875324,338950996.5625,12.014396994844358,12.014396994844358
2023-10-27,6.957211870255279,827788914.375,11.019681814331632,338950996.5625,12.274838251531214,12.274838251531214
2023-10-28,6.832298136645893,827788914.375,10.949965750874007,338950996.5625,12.180063938058804,12.180063938058804
2023-10-29,6.4644582470668785,827788914.375,10.401309105723103,338950996.5625,11.63197950731796,11.63197950731796
2023-10-30,5.879227053140051,827788914.375,9.355793957871727,338950996.5625,10.661036032191411,10.661036032191411
2023-10-31,5.078674948240137,827788914.375,7.684387198113798,338950996.5625,9.187742032278598,9.187742032278598
2023-11-01,9.436853002070333,827788914.375,6.576100152263166,338950996.5625,9.612809930252556,9.612809930252556
2023-11-02,7.730848861283577,827788914.375,4.00459591051417,338950996.5625,7.193233003189955,7.193233003189955
2023-11-03,9.601794340924767,827788914.375,5.316706092863769,338950996.5625,7.179136986034216,7.179136986034216
2023-11-04,5.242926155969609,827788914.375,3.1550133177986677,338950996.5625,3.829681502199522,3.829681502199522
2023-11-05,0.4768806073153902,827788914.375,0.881773338130405,338950996.5625,0.2151013036970262,0.2151013036970262
2023-11-06,0.4354727398205662,827788914.375,0.32065228200147866,338950996.5625,0.03728116915322279,0.03728116915322279
2023-11-07,3.3057280883367466,827788914.375,2.0834497974521202,338950996.5625,1.2918879058207962,1.2918879058207962
2023-11-08,24.63768115942034,827788914.375,12.008030973578547,338950996.5625,17.619097164496186,17.619097164496186
2023-11-09,23.869565217391315,827788914.375,11.27013585618786,338950996.5625,16.7525397451235,16.7525397451235
2023-11-10,23.39475500345068,827788914.375,10.710311522790125,338950996.5625,16.090822407957795,16.090822407957795
2023-11-11,24.729468599033833,827788914.375,11.357713459773068,338950996.5625,16.68858231239029,16.68858231239029
2023-11-12,26.86335403726712,827788914.375,13.96525241159787,338950996.5625,18.322563014960306,18.322563014960306
2023-11-13,27.174603174603202,827788914.375,13.683721212848672,338950996.5625,19.735137136789785,19.735137136789785
2023-11-14,23.405797101449295,827788914.375,10.246790063147744,338950996.5625,14.134307254659763,14.134307254659763
2023-11-15,21.74258109040715,827788914.375,9.39232296912698,338950996.5625,12.83395492321669,12.83395492321669
2023-11-16,47.01035196687378,827788914.375,21.680791459380554,338950996.5625,31.67464884859937,31.67464884859937
2023-11-17,46.24154589371994,827788914.375,20.40565535138172,338950996.5625,30.34658541298414,30.34658541298414
2023-11-18,44.94893029675642,827788914.375,17.27964561251828,338950996.5625,27.699669351263495,27.699669351263495
2023-11-19,43.712905452035855,827788914.375,15.553317106821583,338950996.5625,25.980143978021143,25.980143978021143
2023-11-20,44.63077984817116,827788914.375,15.06451504227683,338950996.5625,25.75716077335733,25.75716077335733
2023-11-21,57.52242926155976,827788914.375,19.12724551858374,338950996.5625,34.899925880417804,34.899925880417804
